Company Name,Company Type,Link,About Us,Affiliations,Website,Social Media 1,Social Media 2,Social Media 3,Address,Advisor & Cert Num,Number of Advisors,Number of Xero Certs,Phone Number
MAVENTRI,Accountant,https://www.xero.com/advisors/accountant/maventri-87ce2abb5297/,"MAVENTRI is a complete business services firm that supports and enhances small to mid-sized companies with their Bookkeeping, HR, Payroll, and Marketing needs. By implementing current cloud-based solutions, MAVENTRI improves and streamlines your business processes. Our customized approach to your company keeps you relevant and moving forward.; 
    We’re committed to providing you with friendly, approachable, and helpful services at all times.  We offer competitive pricing on our packages, and adopt the latest technologies to help you organize and grow your business.
    
    MAVENTRI serves businesses across the US, as we are a digital cloud-based company!
    
    We offer a full stack of services to start-ups, small business, enterprise, and government contractors.",,https://www.maventri.com,http://facebook.com/WeAreMaventri/,https://www.twitter.com/WeAreMaventri,http://linkedin.com/company/maventri,"20956 Capilano Court, Ashburn, 20147, Virginia",MAVENTRI advisors: 10 - Xero certifications: 1,10,1,+1 7038849038
"Erik R. Johnson, CPA PLLC",Accountant,https://www.xero.com/advisors/accountant/erik-r-johnson-cpa-pllc-ee5cd5eb93df/,"Erik R. Johnson, CPA PLLC is a Cloud-Based Certified Public Accounting Firm.  We focus on Accounting, Bookkeeping, Payroll, and Tax Planning & Preparation using the latest in Cloud technology.",,http://www.ERJCPA.com,http://facebook.com/erjcpa,,,,"Erik R. Johnson, CPA PLLC advisors: unknown - Xero certifications: 1",unknown,1,
KLOUDBOOKS,Accountant,https://www.xero.com/advisors/accountant/kloudbooks-3d72a9aaaed9/,"At KloudBooks, accurate bookkeeping is the cornerstone of our services. Powered and run by Certified Public Accountants, we ensure financial integrity, tax compliance, and support business growth. With our expert bookkeeping, stakeholders can assess profitability, liquidity, and solvency with confidence.",,https://kloudbooks.biz/,,,,"1955 West Hamlin Road, Rochester Hills, 48309, Michigan",,,,+1 248-282-4221
"Lynn A Sudbury CPA, PLLC",Accountant,https://www.xero.com/advisors/accountant/lynn-a-sudbury-cpa-pllc-9d2c3726fa8a/,"We Make Accounting FUN!; 
    Using next generation accounting tools, we show you how to easily keep your books & records up-to-date. We provide budgeting and financial analysis to help you stay in tune with your biz, so you can avoid problems and take action when it matters.
     
    [We also do taxes and IRS audit representation, but haven't figured out how to make them fun.] :)",American Institute of CPAs,http://lynnsudburycpa.com,http://facebook.com/ftworthcpa.com,https://www.twitter.com/lsudbury,http://www.linkedin.com/in/ftworthcpa/,,"Lynn A Sudbury CPA, PLLC advisors: 3 - Xero certifications: 1",3,1,
"Padgett Missouri City, TX",Accountant,https://www.xero.com/advisors/accountant/padgett-missouri-city-tx-81731582250f/,"Padgett was founded with the goal of providing small businesses across the country with the same help big businesses had. Today, our office is dedicated to assisting small businesses like yours. We handle the accounting with Xero, so that you can focus on your business. You probably became a business owner to do what you love, not things like taxes, accounting, or managing payroll. As entrepreneurs, we know the stresses of running a business. Financial decisions can make or break your company and affect the lives of your employees and partners. Running a business can be scary if you don't have the expertise or resources you need for success, but with over 50 years of business experience, Padgett is here to help you maintain the financial  health of your business.",,https://missouri-city.padgettadvisors.com/,https://www.facebook.com/padgettbusinessservicesmissouricity,https://www.linkedin.com/in/beresford-clarke-ea-mba-a7117a/,,"3319 Oyster Cove Drive, Missouri City, 77459, Texas","Padgett Missouri City, TX advisors: 1 - Xero certifications: 1",1,1,+1 832-532-2126
UdexxTech Outsourcing,Accountant,https://www.xero.com/advisors/accountant/udexxtech-outsourcing-18c9b77fd7a3/,"Our Udexx automated software platform cuts the “fat” out of traditional “bill per hour"" manual accounting services, and pass the savings on to loyal customers and employees.; 
    Clients receive accurate and complete business results on a daily basis. Better business results and material savings are driven by automation and integration technology, and the real-time visibility our software platform creates.","American Institute of CPAs, Chartered Institute of Management Accountants, Institute of Chartered Accountants in England and Wales",https://udexx.com,https://www.facebook.com/Udexx-Technology-881809158695479/,https://www.twitter.com/UdexxTech,http://linkedin.com/company/udexxtechusa,"5050 Quorum Drive, Suite 700, Dallas, 75254, Texas",UdexxTech Outsourcing advisors: 10 - Xero certifications: 1,10,1,+1 217 518 2138
Nevin Tax and Accounting LLC,Accountant,https://www.xero.com/advisors/accountant/nevin-tax-and-accounting-llc-f25f6d76491a/,"As a Washington based community, we incorporate the culture and style of the city and country into our mix and attitude. We believe it is necessary for busy entrepreneurs to have 24/7 online access as well as the ability to speak directly to your experienced bookkeeper. A real person that knows you and your business.",,http://nevintax.com,,,,,,,,
Findlay CPA,Accountant,https://www.xero.com/advisors/accountant/findlay-cpa-e5d45626bd73/,Findlay CPA is boutique firm that is committed to the restaurant industry with a focus on increased cashflows and sustainable profits.;,"California Society of CPAs, American Institute of CPAs",https://findlaycpa.com/,https://www.facebook.com/findlaycpa/,https://www.linkedin.com/company/27060806,,"2451 West Grapevine Mills Circle, 591, Grapevine, 76051, Texas",,,,+1 8178078017
T³ Accounting Services,Accountant,https://www.xero.com/advisors/accountant/t-accounting-services-3f0f885fe3d3/,"T³ Accounting Services is a New York State CPA licensed firm. Our firm focuses on small business owners who are in the beginning phases of financial growth. Offering assistance in managing the day to day financial operations such as bookkeeping, payroll and cash flow analysis. In our 10 years of working with small business owners, we found these core components are essential in fulfilling financial growth goals.  T³ also offers taxation and business organization services year round for individuals and small business owners.",American Institute of CPAs,https://t3taxcpa.com/,https://www.facebook.com/t3taxcpa/,,,"87 East 116th Street, Manhattan, Suite 101, New York, 10029",T³ Accounting Services advisors: 3 - Xero certifications: 1,3,1,+1 646-476-8926
"Rex McInvale, CPA, PC",Accountant,https://www.xero.com/advisors/accountant/rex-mcinvale-cpa-pc-c10e7ccbfc33/,"I help clients with not only tax compliance -- filing returns -- but also using that same information to run their businesses to meet their goals.  My experience is in public accounting as well as industry positions.  I provide fractional CFO services to small business clients who need proactive advice and guidance, but have not yet grown to the point of having a CFO on staff permanently.",,http://www.rgmcpa.com,https://www.facebook.com/rgmcpa,https://www.linkedin.com/in/rexmcinvalecpa/,,"225 Reformation Parkway, Suite 200, Canton, 30114, Georgia",,,,+1 7702311850
Padgett Business Services - Richmond,Accountant,https://www.xero.com/advisors/accountant/padgett-business-services-richmond-b6d21242f164/,"Padgett Business Services has claimed small business throughout North America as its niche, providing accounting and financial guidance to service and retail businesses for over 45 years. Eric and Vickey Duncan, owners of the Richmond, VA office provide services to the greater Richmond area. They specialize in partnering with businesses with 25 employees or fewer. As fellow small business owners, Eric and Vickey are experts on the issues that businesses in Richmond face. Eric earned his Master’s degree in Accounting at Brigham Young University, and he has over 20 years’ of experience in corporate accounting and management.",National Association of Enrolled Agents,http://www.Padgettrichmond.com,,,,"5030 Sadler Place, Suite 201, Glen Allen, 23060, Virginia",Padgett Business Services - Richmond advisors: 1 - Xero certifications: 1,Richmond advisors,Xero certifications,+804 9655510
BOOKKEEPING LOGIC,Accountant,https://www.xero.com/advisors/accountant/bookkeeping-logic-bd168f3745df/,"Providing bookkeeping and tax preparation services for 20+ years; Xero Silver Partner 
    QuickBooks Certified Pro Advisor",,tel:+1%2040869601896,,,,,BOOKKEEPING LOGIC advisors: unknown - Xero certifications: 1,unknown,1,
Top Global Financial Services,Accountant,https://www.xero.com/advisors/accountant/top-global-financial-services-e8cc4278455d/,"I'm an experience finance consultant with several years of experience in Ecommerce, Private Equity and Real Estate industries, among others. As Finance consultant I can help you with the following areas: ; 
    -	International Accounting 
    -	Tailored reporting
    -	Xero consulting
    -       Data migration specialist
    -	Fractional CFO 
    -	Financial Analysis
    
    I speak English and Spanish.",Association of Chartered Certified Accountants,tel:+34%20657462428,,,,"Avenida Bulevar Príncipe Alfonso de Hohenlohe, The Pool Marbella (Coworking Space), Marbella, 29602, Andalucía",Top Global Financial Services advisors: 1 - Xero certifications: 1,1,1,+34 657462428
"Niedoba & Associates, PC",Accountant,https://www.xero.com/advisors/accountant/niedoba-associates-pc-f9944a5cb8e0/,"Niedoba & Associates, PC is a full service advisory, compliance, and consulting firm that places a special emphasis on proactive client fiscal management. Our outsourced CFO services combined with our strategic management consulting options allow us to meet many client needs outside the scope of many other firms in the Philadelphia Metro area. We have worked within many industries with a special emphasis towards clients in the industries of construction, light manufacturing, and professional services.",,http://niedoba-assoc.com/,,,,"246 S. White Horse Pike, First Floor, Berlin, NJ 08009",,,,+1 8567530025
Venture Tax Strategies,Accountant,https://www.xero.com/advisors/accountant/venture-tax-strategies-a0a69c21ea9d/,"We specialize in bringing advanced tax strategies from the corporate world down to the small business owner. Why simply hire a bookkeeper to do menial data entry when you can have a strategically minded professional record your books so as to maximize your legal deductions. If you are not happy with your current tax loss, it may be time to hire a professional to show you how you can save.",,http://www.venturetaxstrategies.com,,,,"2312 East Colbert Road, Colbert, 99005, Washington",Venture Tax Strategies advisors: 1 - Xero certifications: 1,1,1,+1 509-991-9347
TS Accounting & Tax Consulting,Accountant,https://www.xero.com/advisors/accountant/ts-accounting-tax-consulting-e170f53dfecc/,"We help you to be more profitable. We are here to help you and your business improve cost-efficiency and cost-effectiveness. One of the ways to achieve those is through digital record keeping and cloud accounting. ; 
    Our team is ready to help you from information technology to the business performance evaluation. We are always up to date in our knowledge of Information Technology and Accounting so we may offer the best service for you and your business.  
    
    
    We hold our values of commitment, trustworthiness and Integrity.  Our heart of serving will add value to our customers for growing their businesses. We contribute the best expertise for supplementing your business needs.  Clients will have different needs and our services will be customized accordingly to achieve their success.
    
    
    ""Your success is our succes",,https://www.tsaccountant.com/,https://www.facebook.com/tsaccountant/,https://www.twitter.com/tsoedjak,https://www.linkedin.com/company/ts-accounting-tax-consulting,"1907 Vista Del Oro, Fullerton, 92831, California",TS Accounting & Tax Consulting advisors: 5 - Xero certifications: 1,5,1,+1 6268400785
"Victoria Bogdanovich, CPA",Accountant,https://www.xero.com/advisors/accountant/victoria-bogdanovich-cpa-b86d5033bf47/,"From microbusiness to small and midsize business we are there for you to support to free your time for your success.; 
    We can be your local or online advisor.
    We bring expertise working for large regional firm and startups.",,http://www.victoria-cpa.com,https://www.facebook.com/cpaaustin/,https://www.linkedin.com/in/austincpa,,"3321 Bee Cave Road, Ste 201, West Lake Hills, 78746, Texas","Victoria Bogdanovich, CPA advisors: 3 - Xero certifications: 1",3,1,+1 5122037361
Accountus Group,Accountant,https://www.xero.com/advisors/accountant/accountus-group-50c6c2385091/,"We provide top-tier accounting and consulting services to small and medium sized business. Proven success in a wide variety of accounting and consulting services ranging from small to long-term projects. Experience working in a variety of industries including: high-tech, startups, healthcare, not-for-profit, manufacturing, distribution, and service.",,http://www.accountusgroup.com,,,,,,,,
R Frank Miller CPA,Accountant,https://www.xero.com/advisors/accountant/r-frank-miller-cpa-4ee948eed9c5/,"We specialize in Xero, Bookkeeping, Business Management, Accounting and Taxes for personal accounts and small and intermediate businesses. We have been serving the Malibu area and the Los Angeles and Ventura counties for over 40 years. We are a small highly trained progressive group of accounting professionals that has been providing accounting and tax services to individuals.",,http://www.rfmcpa.com,,,,"23823 Malibu Road, Suite 50-360, Malibu, 90265, CA",,,,+1 3102042440
SavvySum,Accountant,https://www.xero.com/advisors/accountant/savvysum-8d68393ae082/,"SavvySum is a boutique firm where you will work directly with the founder. Our passion is helping entrepreneurs succeed. We provide automated bookkeeping, accounting & financial models tailored for software & e-commerce entrepreneurs. You will save time, & receive prompt responses to your phone calls and emails at a price just right for your company’s stage.; We look forward to building an ongoing relationship with you, helping your business scale, and motivating you beyond the numbers.",,http://www.savvysum.com,https://www.twitter.com/savvysum,http://linkedin.com/company/savvysum,,,SavvySum advisors: 2 - Xero certifications: 1,2,1,
Frederick Huebner & Co.,Accountant,https://www.xero.com/advisors/accountant/frederick-huebner-co-fcff844fc02b/,"Xero actually delivers on the long-awaited cloud accounting promise.  Talk to us about how we have embraced Xero as a primary service partner to offer nicely integrated accounting and tax solutions for individuals, entrepreneurs and privately held companies.  We also have a broad range of experience helping multi-state and international entities with U.S. tax compliance.",,http://www.fhcotax.com/,,,,"51 Park Lane, Golf, 60029, Illinois",,,,+1 (847) 512-7180
CYB Accounting,Accountant,https://www.xero.com/advisors/accountant/cyb-accounting-518d46ef9f43/,"Not your traditional accounting service.  We offer full service accounting services including bookkeeping, taxes, advisory services.... Specialists in nonprofit accounting, construction industry, bars....",,http://www.cybaccounting.com,,,,"910 Broadway Street, Paducah, 42001, Kentucky",CYB Accounting advisors: 3 - Xero certifications: 1,3,1,+270 4440767
"Care CPA, LLC",Accountant,https://www.xero.com/advisors/accountant/care-cpa-llc-eeb38301120c/,"As a family business, we understand the struggles that other small businesses are facing. We’ve been there, and we’re living it. When you started your business, we know there were aspects of the job you enjoyed. Maybe it was the satisfaction of creating a product from raw materials. Maybe it was the gratitude of your first client when you helped them through a tough situation. Our goal is to make the finances less stressful for you, so you can get back to the aspects of the business you enjoy.",,http://CareCPA.com,,,,,"Care CPA, LLC advisors: 10 - Xero certifications: 1",10,1,
"mk accounting services, LLC",Accountant,https://www.xero.com/advisors/accountant/mk-accounting-services-llc-a3614d919f87/,"As a business owner, you’re managing a lot. Keeping track of your books can often fall down the priority list. That’s where a trusted professional can help take the weight off your shoulders. I am here to share my accounting expertise so that you can spend more time on the things that matter most to you in your business.",American Institute of CPAs,http://www.maggiekatzaccounting.com,,,,"1707 North Waterville Road, Oconomowoc, 53066, Wisconsin","mk accounting services, LLC advisors: 1 - Xero certifications: 1",1,1,+1 262-893-6103
Health e-Accounting,Accountant,https://www.xero.com/advisors/accountant/health-e-accounting-9bd9f0c59ab4/,"We are outsourced CFOs & bookkeepers in the medical, health, and wellness industry. We serve doctors, dentists, chiropractors, physical therapists, fitness coaches, alternative medicine practitioners, and holistic healers. If you’re looking for the accounting help of someone with a proven track record, you need to talk to us.; 
    Our services include bookkeeping, outsourced CFO and consulting.",American Institute of CPAs,http://www.healtheaccounting.com,https://www.twitter.com/HealtheAcctng,https://www.linkedin.com/company/2670996,,,Health e-Accounting advisors: unknown - Xero certifications: 1,Accounting advisors,Xero certifications,
"Market Street Partners, PLLC",Accountant,https://www.xero.com/advisors/accountant/market-street-partners-pllc-aa59a19d85c4/,"Providing security and peace of mind through numbers. We are not your grandfather's accounting firm. Market Street Partners delivers accounting services like it is 2016 - leveraging our diverse business experience to provide real-world accounting, unparalleled customer service, & best of class business consultation.  We leverage technology to be more efficient, passing the savings to our clients.",American Institute of CPAs,https://marketstreet.partners/?utm_source=Xero&utm_medium=Partner&utm_campaign=MarketStreetPartners,https://www.facebook.com/marketstreetpartners/,https://www.twitter.com/MarketStPartnrs,https://www.linkedin.com/company/10871101,"835 Georgia Avenue, Suite 301, Chattanooga, 37402, Tennessee",,,,+1 4238031440
Skyline Accounting,Accountant,https://www.xero.com/advisors/accountant/skyline-accounting-8b54949a5d72/,"(401) 524-2705; 
    Skyline Accounting provides outsourced accounting, bookkeeping & tax services to small businesses and individuals. We focus on helping entrepreneurs scale their business and maximize profitability.
    
    Our goal is  to provide  our  clients  with continuous value-adding services.  We  focus  on  tailoring  our  service
    packages specifically for each clients needs. Our service packages are not only affordable, but also flexible. They're capable and designed to grow as your business expands.
    Experience how customized cloud-accounting services can help cut costs and boost profits of your business!",,http://www.SkylineAccountingServices.com/,https://www.facebook.com/SkylineAccountingServices/,https://www.twitter.com/SkylineAccounts,https://www.linkedin.com/in/skylineaccountingservices?authType=name&authToken=2qxP,"Coventry, Coventry, Rhode Island",Skyline Accounting advisors: 2 - Xero certifications: 1,2,1,+1 401-524-2705
Wayne Rivers CPA,Accountant,https://www.xero.com/advisors/accountant/wayne-rivers-cpa-0fd1a493e0b4/,"Helping clients with tax planning and filing at our CPA firm in downtown Battle Ground since 2005. We take a hands-on approach, helping clients in various areas, including Xero support in a tri-state area(WA OR ID). We handle all tax returns, including individuals, S-corps, C-corps, partnerships, estates, trusts, and NPs. I also am a Dave Ramsey Endorsed Local Provider of tax services in Clark Co.",,http://www.wayneriverscpa.com/,,,,"616 East Main Street, Battle Ground, 98604, Washington",,,,+1 3606873089
"TJ Tax Services, LLC dba Jackson Consulting",Accountant,https://www.xero.com/advisors/accountant/tj-tax-services-llc-dba-jackson-consulting-32828b3adad8/,"TJ Tax Services, LLC dba Jackson Consulting, is an LSBE-MSA, AABE, FBE, SBE, & DBE Certified Atlanta based general accounting  firm, providing  virtual and onsite tax preparation, bookkeeping , and credit restoration services to Individuals, Small Businesses , and CPA Firms nationally.",National Association of Tax Professionals,http://www.jacksoncllc.com,https://www.facebook.com/jacksoncllc,,,,"TJ Tax Services, LLC dba Jackson Consulting advisors: 4 - Xero certifications: 1",4,1,
Palmer CPA,Accountant,https://www.xero.com/advisors/accountant/palmer-cpa-9da433e6505f/,"Our firm specializes in performing back office accounting and treasury functions for Churches, and non-profit organizations. We work directly with decision makers in developing a holistic approach to financial management that enables management to make efficient, proactive and timely decisions designed to maximize an entity’s potential. Please see our website for more information.",American Institute of CPAs,http://www.palmer-cpa.com,https://www.facebook.com/palmercpa,https://www.linkedin.com/in/rick-palmer-0497734/,,,,,,
Diana M Halenz CPA LLC,Accountant,https://www.xero.com/advisors/accountant/diana-m-halenz-cpa-llc-aaac415ee84f/,"Deep Dive Financial, a registered dba for Diana Halenz, CPA LLC. We are a distributed firm with employees throughout the continental US, headquartered in Florida.",,http://www.deepdivefinancial.com,,,,,,,,
Moneypenny Accounting LLC,Accountant,https://www.xero.com/advisors/accountant/moneypenny-accounting-llc-37921ece5fbe/,"Build your business, not your accounting department.  Moneypenny Accounting provides dynamic solutions for small businesses.  We have the expertise to handle your bookkeeping and accounting needs while you do the work you are passionate about.  Contact us today to see how we can help support your business.",,http://moneypennyaccounting.com,,,,,,,,
Q Cpa Firm,Accountant,https://www.xero.com/advisors/accountant/q-cpa-firm-6f28bf22a8d2/,"Tax and Accounting practice, helping clients to set their finance and government documents in compliance with regulations. Advice national and international clients with their investment projects in the US, setting it up since the ITIN number to be recognized as a taxpayer by the IRS until the right structure for their specific needs. Service is also offered in Spanish.","American Institute of CPAs, Florida Institute of CPAs",http://www.qcpafirm.com,https://www.twitter.com/QCpaFirm,https://www.linkedin.com/in/wquiroz/,,"341 North Maitland Avenue, Suite 325, Maitland, 32751, Florida",Q Cpa Firm advisors: 1 - Xero certifications: 1,1,1,+1 (321) 430-8751
EJM TAX SERVICE LLC,Accountant,https://www.xero.com/advisors/accountant/ejm-tax-service-llc-ec781879b79c/,"We have over 15 years of tax preparation experience with businesses and individuals from a vast spectrum of fields and situations. We love doing taxes and helping small businesses which is why I started the EJM Tax service. We worked for years at CPA firms, and tax preparation services as they overcharged and lacked the personal attention that most people need. We decided that our clients deserved a better experience and a better value.",National Association of Tax Professionals,http://ejmtax.com,,,,"531 Roselane Street Northwest, Suite 400, Marietta, 30060, Georgia",,,,+1 7704059972
iTax Services LLC,Accountant,https://www.xero.com/advisors/accountant/itax-services-llc-20728534cfda/,"We work with you on a personal level to determine the best solutions for your unique needs, then leverage our expertise to achieve the best possible results","American Institute of Professional Bookkeepers, National Association of Certified Public Bookkeepers, National Association of Tax Professionals",http://www.itax-services.com,https://www.facebook.com/itaxservicesllc,https://www.twitter.com/itaxservices,https://www.linkedin.com/in/jonpineiro/,"3105 Northwest 107th Avenue, Suite 403, Doral, 33172, Florida",,,,+1 3058098200
Compass East,Accountant,https://www.xero.com/advisors/accountant/compass-east-07bfab3f5c08/,"Based in Nashville, TN and serving entrepreneurs and franchises throughout the US, Compass EAST becomes an active member of your team - integrating processes and systems, managing day-to-day accounting, and mapping your business future through financial forecasting. Industries of focus include: Healthcare, Technology, Energy, Sustainability, Fitness & Wellness, Food & Beverage, Retail, and NPOs.",,http://www.compasseast.com,,,,"810 Dominican Drive, Nashville, 37228, Tennessee",,,,+1 6158008992102
Slaughter & Associates CPAs Inc,Accountant,https://www.xero.com/advisors/accountant/slaughter-associates-cpas-inc-597622d2cb6a/,"Accounting, tax, payroll, CFO services",American Institute of CPAs,http://www.cumminggacpa.com,https://www.facebook.com/cumminggacpa/,,,"5975 Parkway North Boulevard, Ste C, Cumming, 30040, Georgia",Slaughter & Associates CPAs Inc advisors: 4 - Xero certifications: 1,4,1,+1 770-889-4355
Squar Milner,Accountant,https://www.xero.com/advisors/accountant/squar-milner-9e8fd90e937e/,.,,http://squarmilner.com/,https://www.twitter.com/squarmilner_cpa,https://www.linkedin.com/company/squar-milner,,"135 Main Street, San Francisco, 94105, CA",,,,+1 415-781-2500
"MSM Advisors, LLC",Accountant,https://www.xero.com/advisors/accountant/msm-advisors-llc-e44ac768ec8f/,"Virtual CFOs, Business start-up and small businesses, Estate Planning, Wealth Planning, Strategic Business Planning.",American Institute of CPAs,http://msmadvisors.com,https://www.facebook.com/msmcpa/,https://www.twitter.com/MMoffittCPA,https://www.linkedin.com/company-beta/2567828/,"1755 North Brown Road, Lawrenceville, 30043, Georgia",,,,
"Blumer & Associates, CPAs, PC",Accountant,https://www.xero.com/advisors/accountant/blumer-associates-cpas-pc-b61756424d67/,"Blumer & Associates, CPAs is an accounting and consulting firm based out of South Carolina, USA. We target the younger generations in our service locally and nationally. We assist businesses with accounting technology implementation, Xero setup, training and support, innovative solutions for complicated US-based tax, accounting and payroll (all provided online). We manage multiple time zones, serving and training online when needed. See our blog www.blumercpas.com/blog for weekly updates of entrepreneurial thought, challenging business writing and helpful tax tips.",,http://www.blumercpas.com,,,,"2724 Wade Hampton Blvd, Suite E, Greenville, SC  29615",,,,+1 8773229939
Premier Tax & Accounting Services,Accountant,https://www.xero.com/advisors/accountant/premier-tax-accounting-services-b05ba704df20/,"Premier Tax & Accounting Services areas of practice include tax consulting, tax preparation, and Pre-Tax Court litigation support services.","American Institute of Professional Bookkeepers, National Association of Enrolled Agents, National Association of Tax Professionals",https://premiertaxaccounting.net/,https://www.facebook.com/PremierTaxAct,https://www.twitter.com/PremierTaxAcct,http://www.linkedin.com/in/premiertaxaccounting,"90 Commerce Drive, Suite H, Fayetteville, 30214, Georgia",Premier Tax & Accounting Services advisors: 4 - Xero certifications: 1,4,1,+1 404-941-5116
"H&R Block Small Business Services, Independently Operated by Slickrock Business Services, LLC",Accountant,https://www.xero.com/advisors/accountant/hr-block-small-business-services-independently-operated-by-slick-68c3204c550c/,"As an independently owned and operated franchise of H&R Block, we have the resources of H&R Block and the local experience of Main Street America.; We are located in beautiful Moab, Utah and serve Tourism, Food Service, and Hospitality industries. We also have experience in Automotive Service, Construction, Farm and Ranch businesses.
    We speak your language and are here to simplify your life and give you peace of mind!
    
    Se Habla Español tambien.",,tel:+435%20259-6640,https://www.facebook.com/pg/HRBlockMoabUT,,,"483 Bittle Lane, Moab, 84532, Utah","H&R Block Small Business Services, Independently Operated by Slickrock Business Services, LLC advisors: 4 - Xero certifications: 1",4,1,+435 259-6640
Succentrix Business Advisors,Accountant,https://www.xero.com/advisors/accountant/succentrix-business-advisors-76447b642ac1/,"My name is Roni Hayes, I am the owner of Succentrix Business Advisors in the Live Oak/Lake City Florida area, a nationwide Accounting service that provides small businesses the luxury of cutting edge accounting services at an extremely affordable rate.  My company offers monthly accounting, payroll and tax services, along with low rates for credit card processing.",,http://succentrixbusinessadvisors.com/hayes/,,,,"4815 U.S. 129, Live Oak, 32060, FL",,,,+1 3862086057
Virgin Consulting LLC,Accountant,https://www.xero.com/advisors/accountant/virgin-consulting-llc-b3217a1ef6d7/,"Small town values with a personal touch accessible anywhere.  We are a virtual CFO and CPA firm with flat-rate services that provide value and excellence while reducing costs by eliminating the need for in-house staff. By partnering with your business, we enhance cash-flow and profit through real-time outsourced solutions. Our goal is to free the business owner to focus on what makes them great.","American Institute of CPAs, Chartered Global Management Accountants",http://virginconsultingllc.com,https://www.twitter.com/tylervirgin,http://linkedin.com/in/tylervirgin,,,Virgin Consulting LLC advisors: unknown - Xero certifications: 1,unknown,1,
New Economy CPA,Accountant,https://www.xero.com/advisors/accountant/new-economy-cpa-da682e8eb099/,"New Economy’s model differentiates itself from traditional accounting firms. Traditionally, accounting firms provide their clients with historical financial information at the financial year end. New Economy offers monthly packages where clients (particularly start-ups and entrepreneurs) can pay a small sum every month and receive expert consulting and financial services.",,http://www.neweconomycpa.com/,,,,"95 Chestnut Street, Providence, 02903, RI",,,,+1 4012562404
MAHKENGINE,Accountant,https://www.xero.com/advisors/accountant/mahkengine-aa075abd8a2e/,"MAHKENGINE provides accounting, tax, and cloud integration solutions to individuals and small/medium businesses.",,http://www.mahkengine.com,,,,,,,,
Numbers in Black,Accountant,https://www.xero.com/advisors/accountant/numbers-in-black-b130e9b71f89/,"At Numbers in Black, we have an unrelenting passion for smart accounting that will assist a business owner in understanding their financial data and getting their numbers in black.",,http://www.numbersinblack.com,,,,,,,,
JRM CPAs,Accountant,https://www.xero.com/advisors/accountant/jrm-cpas-ea33358b576b/,"We provide more than the typical services of an accounting firm because we are more than a typical accounting firm. We go beyond numbers and forms, working hard to become an integral part of your financial team and most trusted business advisor.  ; 
    You bring us your perspective of the world, and we take the time to see what you see, then tailor our services and solutions specific to your needs.",American Institute of CPAs,http://www.jrmcpa.biz,,,,"2511 Main Street East, Suite 101, PO Box 277, Onalaska, 54650, WI",JRM CPAs advisors: 16 - Xero certifications: 1,16,1,+1 6087818712
Peridot Capital Management LLC,Accountant,https://www.xero.com/advisors/accountant/peridot-capital-management-llc-098e0489e45a/,"Seattle-based independent practice offering personal investment management and small business consulting, accounting, and tax services",,https://www.peridotcapital.com,https://www.twitter.com/peridotcapital,,,"10417 35th Avenue Southwest, Seattle, 98146, Washington",Peridot Capital Management LLC advisors: 1 - Xero certifications: 1,1,1,+1 425-296-0662
Shay James CPA,Accountant,https://www.xero.com/advisors/accountant/shay-james-cpa-510725b50597/,Concierge CPA and CFO services,American Institute of CPAs,http://www.shayjamescpa.com,,,,,Shay James CPA advisors: 1 - Xero certifications: 1,1,1,
INSIGHT,Accountant,https://www.xero.com/advisors/accountant/insight-9a31e33d4eea/,"Let us change the way you think about accounting. Using Xero and its suite of integrated apps, INSIGHT delivers timely, high quality accounting to start-ups, not-for-profits, consultants, and other passionate leaders. Services include daily bookkeeping, budgeting, reporting, payroll, and more, all for a fixed monthly rate.",,http://www.getinsight.biz,,,,,,,,
WingWise Solutions,Accountant,https://www.xero.com/advisors/accountant/wingwise-solutions-a0fe12708194/,"WingWise Solutions helps firms in the General Aviation Industry (locally and nationally) optimize the value of their accounting systems. ; 
    Our goal is to eliminate the bookkeeping headache and use your financials to help you save time, increase profits, improve cash flow, and grow according to your strategic goals.
    
    We get you there by troubleshooting and training on bookkeeping problems; providing CFO and Bookkeeping Services to solopreneurs and small- to mid- sized businesses.  
    
    If migrating to an online accounting platform like Xero is in your plans, we specialize in making that happen efficiently.",,http://www.WingWiseSolutions.com,https://www.facebook.com/Karin-Rosser-Business-Services-675588955866223/?ref=page_internal,https://www.linkedin.com/in/karinfordrosser/,,"Juniper Valley Ranch Road, Minden, 89423, Nevada",WingWise Solutions advisors: 1 - Xero certifications: 1,1,1,+1 530-417-3810
Accountaxpert LLC,Accountant,https://www.xero.com/advisors/accountant/accountaxpert-llc-cf4e196b1bf6/,"We are not just your online accountants but also your business’s helpline. Besides making your accounting experience fun, with technology powered solutions to all your business worries we will ensure that you have all the time in the world to focus on life;",,https://www.accountaxpert.com/,,,,"2261 Market Street, San Francisco, 94114, California",,,,+1 4158189258
Silver Accounting Group LLC,Accountant,https://www.xero.com/advisors/accountant/silver-accounting-group-llc-faac02b76375/,"Silver Accounting group is a full-service CPA firm offering individual & corporate tax services, bookkeeping, payroll & business advisory. We have a great team available to take your tax & accounting tasks off your hands. There are two office locations to serve you and we are fully equipped to meet and provide services virtually.",American Institute of CPAs,http://www.silveraccountinggroup.com,http://Fb.me/SilverAGLLC,https://www.twitter.com/SilverAGLLC,https://www.linkedin.com/company/silver-accounting-group/,"1420 Farm to Market 1960 Bypass, Suite 108, Humble, 77338, Texas",,,,+1 281-446-5959
